text,label,label_id
i tried to transfer money but it didn't go through,35,35
why was there a fee for paying by card?,15,15
how much would it cost me if i transfer?,56,56
how limited is a virtual card?,29,29
card payment didn't go through.,25,25
what is this cash withdrawal i don't recognize?,20,20
i am still waiting for a refund,51,51
what is needed for identity verification?,69,69
what is stopping my money from transferring?,35,35
where can i see the source of my money?,70,70
"i attempted to use my card while i was intoxicated, and i failed to input my pin, and the machine kept my card. how soon can i have it back?",49,49
will there be additional costs of i make a withdrawal from a local atm of british pounds? i need some cash to feel comfortable on the journey home,76,76
the app doesn't know it's me.,68,68
what's up with verifying topups?,71,71
i was charged twice for a few things this week when i only bought one. what do i do?,63,63
i need to activate my card can you do that now?,0,0
my password doesn't work.,44,44
i wish to remove my account.,55,55
my phone was stolen so i no longer have access to the app.,42,42
i can't get my card to work.,14,14
why do you need verification for my identity?,74,74
topping up my card is not working because i believe the top up is pending,47,47
can you tell me why i haven't received my new card yet?,11,11
is there a charge for topping up by transfer?,56,56
i made a withdraw from the atm this past holiday and it seems like a was charged too much. if i would have known about these charges i wouldn't have made a withdraw.,76,76
could i open an account for children?,1,1
why do i have to verify my identity?,74,74
"my refund has not arrived, and i am unsure why. who do i contact?",51,51
i dont recognize a charge on my card,16,16
"unhappy with you, how to delete account",55,55
why has my payment not gone through?,45,45
what is the return policy?,52,52
"if there isn't a lot of money left, will it automatically topup money?",4,4
the topup card is verified how?,71,71
how many disposable cards are available per account?,29,29
how many tries do i have to enter my pin before i'm blocked?,49,49
how long does it take for something to be delivered to the u.s?,12,12
is it possible to top up with google pay?,2,2
there is a suspicious cash withdraw on the account.,20,20
how do i order a new card before it expires?,9,9
i have been travelling overseas and i need to change my pin. can you tell me how this is done?,21,21
what am i missing to verify my id?,68,68
why didnt my account allow a transfer,7,7
somebody used my card to make a purchase,16,16
my statement shows a strange direct debit.,28,28
how do you get exchange rates,32,32
why have my top ups been canceled?,61,61
what is the charge to make a transfer,56,56
"please help in finding my card pin, thank you!",38,38
can you please tell me where my card is? i ordered it 2 weeks ago!,11,11
what do you charge for physical cards?,43,43
why didn't my card payment work?,25,25
my pin has been blocked.,49,49
"hi, yesterdays i was unable to do online shopping as it was getting declined. today i am facing the same issue. please help me in this respect.",27,27
i would like to know what exchange rates you use?,32,32
why do i have a transaction showing multiple times?,63,63
what is the cause that the transfer shows as pending?,48,48
how do i use the app if i don't have my phone with me?,42,42
money that i have transferred hasn't arrived yet,5,5
i didn't get all the cash i asked for,75,75
"my card still hasn't arrived after two weeks, now what?",11,11
my ecchange rate was wrong for a cash transaction.,76,76
can i auto top if i'm low on funds?,4,4
i need to know how to transfer money into my bank account. please help,65,65
why was my atm transaction cancelled?,26,26
why can i not transfer money into my account?,65,65
is there a money transfer fee?,64,64
what is the importance of verifying the topup?,71,71
where is my money from this morning,6,6
i transferred some money but it hasn't arrived.,66,66
i need to change my account details,30,30
do you have an age limit?,1,1
"i've been waiting since friday, where is my money?",66,66
how come i got charged extra for withdrawing cash?,19,19
i have been charged two times for one transaction.,63,63
"i withdrew money and got a fee, please explain",19,19
i did not receive the right amount of cash.,75,75
i am seeing an extra fee on my statement what is that for?,34,34
is it possible to do auto top up?,4,4
the funds i transferred are not in my account,5,5
can my children have an account?,1,1
i am looking to transfer some money from my other bank account into this one.,65,65
can you assist on apple watch top ups?,2,2
what is identity check?,74,74
how do you decide what the exchange rates are?,32,32
"when i made a transfer, there was a fee. why?",64,64
how long does the cash withdrawal take to pend?,46,46
"my card's expiring a month from now, should i place an order for the new card?",9,9
my contactless payments don't work.,23,23
i just bought an item and would like to stop payment can you tell me if the item has been sent yet?,52,52
what does it mean if my cash withdrawal does not show up properly?,46,46
is there a fee for swift transfer,56,56
"i tried to use my debit card, but the payment did not work.",53,53
how long will a transfer from china take? i need to transfer something from there.,67,67
why would my top up be reverted?,61,61
i tried to make a transfer like five different times. why won't your system let me? is it broke?,35,35
"if i use a european bank card for top up, do i get charged?",57,57
would it be possible for me to get a second card?,39,39
what happens after my card expires?,9,9
"i'm having money transferred from europe, how long will this take?",67,67
"i have received my american express in apple play, looks like top up has an issue, please help?",2,2
how can i use my american express to add money into my account?,54,54
the app reverted my recent payment,53,53
is there a transaction limit for a disposable card?,29,29
where can i have a virtual card,40,40
the app is not able to realize that it is me.,68,68
is it possible for me to top up with google pay?,2,2
how long is the wait for a money transfer to post?,48,48
i recently got charged twice from a restaurant that i was at this week and i would like for one of those payments to be removed from my account.,63,63
my card was working but now it doesn't.,14,14
"a card has been sent to me, how do i track it?",11,11
is there such thing as top up by cheque?,58,58
i cancelled my card payment,53,53
what should i do if my physical card isn't working?,14,14
i don't recognize a charge on my statement.,16,16
cash has been deposited this morning but it hasn't came through.,6,6
i bought something in a foreign currency but the rate applied is wrong!,17,17
"my topup showed as complete, but it's no longer there! what's going on here?",61,61
hi. i noticed i have a duplicate charge which i have not made twice. who should i talk to take care of this?,63,63
"how do i see what fees i am supposed to be charged on my account? i've noticed fees on some transactions, but not on others. this is very confusing and i cannot find a pattern to what i am being charged?",15,15
i want to find out what happened to my new card?,11,11
do i need to reapply to order a new card when my old one's about to expire?,9,9
how do i add my new card to the app?,13,13
when will my account receive the money?,67,67
why was a transaction on my card declined?,25,25
what is the reason my cash withdrawal is still pending?,46,46
i cannot seem to find my pin. where is it?,38,38
i did not receive all of my cash back,75,75
how can i sign up for a virtual card?,40,40
i need to modify my details.,30,30
the top up failed,59,59
can i add money to my account via bank transfer?,65,65
my transaction was just declined when i was using my disposable virtual card. what can i do?,72,72
how can i receive my salary with a different currency?,50,50
is there any reason why my card didn't work when i tried to top up?,59,59
what would the age limit be?,1,1
what currencies can i use?,54,54
why is my card being declined when i try to do a topup? how can this be immediately resolved?,59,59
what is the process for transferring money into my account?,65,65
how does my identity get verified?,69,69
what are the countries you operate in.,24,24
i requested 100 but only got 20,75,75
i may have a fraud charge on my debit statement.,28,28
i was supposed to get a purchase refunded but i don't see the money in my account,51,51
i have paid money into my account but it doesn't show.,6,6
i don't know where a direct debit payment came from,28,28
my transfer hasn't appeared yet,48,48
i can't use my card.,14,14
how can i solve my issue with holding multiple currencies?,36,36
i need my card quickly,12,12
how much is a physical card?,43,43
where do i find the exchange rate?,31,31
what steps must i follow to get a visa credit card?,73,73
please help me get a refund?,52,52
i am locked out from entering my pin.,49,49
can i use my virtual card for recurring monthly payments?,72,72
"a transfer i sent was received in less than the full amount i originally sent, and now i have to send additional funds to cover the full amount. what happened?",64,64
my bank statement doesn't show the cash deposit i made recently.,6,6
can i get a few more physical cards?,39,39
i need some help now please! there are some transactions on my account that i do not remember purchasing. can they be reversed? can you please cancel or freeze my card so i don't keep getting charged?!,16,16
"please delete my account, your services are not up to par.",55,55
unsure how to provide my identity.,68,68
the refund on my account hasn't shown up,51,51
in what increments can i topup my card?,4,4
i was making a purchase and it was declined and i wanted to know why.,27,27
why was a fee changed for my transfer?,64,64
can i change my pin without going to a bank?,21,21
the incorrect rate was used in my foreign purchase,17,17
can you deliver the pin separately?,38,38
i am trying to delete my account.,55,55
i don't know why my credit card was declined while i was trying to topup. was it something on my end or was there something wrong with the topup function?,59,59
what's the time frame normally for a uk account transfer? i just made one and it's not showing up anywhere. i want to be sure that everything is good.,5,5
how long is a transfer in the pending status?,48,48
someone transferred money to me and it doesn't show,48,48
i seem to be unable to make any transactions.,14,14
i checked the app and saw an extra cash withdrawal that i didn't authorize,20,20
contactless payments need to be enabled for my card.,23,23
why am i being charged a fee for transferring money ?,64,64
i am not able to see the card pin anywhere?,38,38
can i use google pay for topping up,2,2
"phone is at a hotel, can i still use app",42,42
the card has suffered a security breach.,22,22
atm ate my card,18,18
my refund for a purchase hasn't cone through yet.,51,51
what happens if the atm doesn't give me back my card?,18,18
how much money can i withdraw before fees? i noticed a fee on my card but i didn't think i had hit the limit of how much i could withdraw in a month.,19,19
is it possible to use apple pay to put money in my account?,2,2
the money that i have transferred hasn't arrived yet.,5,5
there was a strange transaction made on my account a couple weeks ago by a seller i don't recognize. may you please check on this transaction for me.,28,28
i was given less cash then i wanted.,75,75
i think my topup was cancelled.,61,61
how old do you have to be?,1,1
why isn't a refund showing on my statement?,51,51
what is the currency exchange fee?,31,31
"i'm interested in holding and exchange for flat currencies, what do you support?",36,36
is the pin delivered separately?,38,38
can i top up my balance with a cheque?,58,58
is there a place to check for fee for payments? i feel like i'm getting charged too much at times.,15,15
a transfer is pending.,48,48
why is there a payment i didn't do in my app?,16,16
i may need to dispute a direct debit payment.,28,28
my refund is missing from my statement.,51,51
is it possible to cancel my transfer?,8,8
what do i do when my card is about to expire?,9,9
whats the delivery time to the united states?,12,12
instruct me how to reset the passcode.,44,44
i was charged a fee after using my card and i shouldn't have been.,15,15
"i attempted to top up using my card, but now the money just disappeared?",62,62
where do i order a virtual card?,40,40
what exchange rates do you offer?,32,32
i used a check check yesterday to balance my account and it isn't showing up?,6,6
it won't let me prove my identity.,68,68
has my topup gone through?,61,61
how do i know when my card will arrive?,11,11
my new card hasn't came in.,11,11
what is the extra fee that showed up on my card?,15,15
do i need my phone to use the app?,42,42
"lost card found, want to put it back in app",13,13
why would i have a pending payment?,45,45
can i make a contactless payments?,23,23
"hey i am standing in front of an atm here, it only gave me 10 pounds even though i wanted to withdraw 30! seems like the app has 30 pounds, what do i do??",75,75
my topup funds aren't available yet.,47,47
i am worried that too much time has gone by for a transfer to be completed.,66,66
why do you need all this information about my source of funds?,70,70
hi. please can you help me fix a double charge on my card? i'm looking at my transactions and this restaurant i went to earlier in the week has charged me twice! please remove the additional charge for me.,63,63
"i want to close an account but im not sure about setting up a new one in the future, what do you recommend",55,55
"there's a weird payment showing in my app that i definitely haven't made myself, as i haven't used the card at all that day. please cancel that and return my money.",28,28
i made a check deposit but the cash hasn't arrived in my account yet.,6,6
which fiat currencies do you support?,36,36
how much do you charge for exchange rates?,31,31
my virtual card is just not going through.,72,72
why won't my transfer go through?,35,35
where do i find out about exchange fees,31,31
what is the identity check for?,74,74
why couldn't i transfer to a beneficiairy?,7,7
will you work with any fiat currencies?,36,36
i wasn't allowed to transfer to my account,7,7
why has my transfer been declined?,27,27
how much does currency exchange cost?,31,31
is there a location where i can change my pin?,21,21
i can't activate my card?,0,0
why did the app refuse to make an approved payment,53,53
how do i delete an account?,55,55
"i'm going on a trip soon and i needed to convert my russian ruble to uk pounds, but when i did, your company charged me above the exchange rate. did you mess up my transaction?",17,17
why do you have the identity check,74,74
"for god sake, just delete my account i am sick of this",55,55
what are the requirements to open an account for a minor?,1,1
what is the source of your exchange rates?,32,32
"it seems like i have been waiting forever for this international transfer. why is it taking so long? c'mon, it's 2018, things happen at a click of a button. all of the account information is correct, so how long will this take?",48,48
can you explain the disposable cards to me?,37,37
how many countries do you work in?,24,24
what is the reason my payment was not accepted?,25,25
"there must have been a mistake, why was i charged an extra pound?",34,34
is the a reason why my transfer has failed?,35,35
i need to verify my funds.,70,70
what kind of atms would this card be accepted at?,3,3
how can i verify my identity?,69,69
i accidentally exceeded my pin tries. please advise.,49,49
i'm getting an error when trying to make a payment. i want to purchase a flat but my mortgage payment needs to go through. can you help me?,35,35
i believe that a card payment i made was cancelled.,53,53
why is verification for my identity needed?,74,74
can i choose between mastercard and visa?,73,73
do you charge a fee for adding money in usd?,57,57
are there any documents needed for the identity check?,69,69
i was charged a fee for withdrawing cash.,19,19
can i topup my card using a bank transfer.,65,65
i transferred money but the recipient says it has not arrived. why would this be?,66,66
will it cost anything to top up a us card?,57,57
something's wrong my card won't work.,14,14
i entered a typo when i was transferring money and now i've sent it to an incorrect account. this is so bad! i need it cancelled now.,8,8
"with this app, will i be able to exchange currency?",33,33
i exchange currencies a lot. can i get a discount?,31,31
i can't use the app because i got mugged yesterday and they took everything. i need some help.,42,42
why am i charged an extra fee on my card?,15,15
"my pin is unlocked, what do i do?",49,49
where can you deliver cards?,43,43
is there a way to revert a transaction?,8,8
is there a reason i was charged an extra fee for using the atm?,19,19
i was informed that transfers were free. i noticed i have a fee but why?,64,64
i am not recognizing a debit payment from my account.,28,28
how many times can i auto topup?,4,4
do you accept from usa credit card?,54,54
"i tried using my card today and it's not working, can you help me?",14,14
is there a way to reset my pin?,49,49
why was my virtual card declined when attempting to setup automatic billing?,72,72
what is the minimum age to open an account?,1,1
please send a new card the atm ate mine.,18,18
how do i know which countries you provide service in?,24,24
exchange rate for my cash withdrawal is wrong,76,76
i've already sent the money out and still have not received money in my account.,6,6
there is an extra 1 charge,34,34
"hi, my money has not been credited to my account for which i have sent you cheque few days before. i am worried about the money please let me know the status.",6,6
i have a transfer waiting.,48,48
i just got a new card how do i get it to start working?,0,0
how do i use a check to top up?,58,58
my card hasn't been working when i try to use it.,14,14
where can the cards be delivered?,43,43
i need several cards per day. and i need to be able to throw away all of the cards i make.,29,29
i want to use bank transfer for topping up my account. how is it handled?,65,65
why was i charged an extra fee when paying with card?,15,15
will you please help me get my card back?,18,18
what are the currencies that are accepted to add money?,54,54
"hi i'm a new customer and tried topping up for the first time today, seems it's not working, the thing shows up as pending since half an hour already! please fix it!",47,47
it says the transfer wasn't accepted.,27,27
looking at my statement i see that i was double charged for a payment i made.,63,63
my card was declined in a shop,25,25
how do i know when my card will expire?,9,9
i only own one other credit card from the usa. will it be accepted?,54,54
i went to top up and it is no longer there. was it sent back?,61,61
the card payment is declined. please inform me why.,25,25
i have young kids. can they use this service?,1,1
why is there a 1 euro fee on my statement?,34,34
i don't recognize this payment at all! help!,16,16
can i choose the day it's delivered?,12,12
where is my credit card that was to be mailed?,11,11
how old do you have to be to get an account?,1,1
how do i modify my account details?,30,30
i think that the card is stolen. what are my next steps?,41,41
i'm having problems making a transfer to another account. i keep getting a declined message. i know that the information i'm putting in is accurate because i have checked it more than once.,27,27
i would like to exchange currency what types are there?,33,33
are there going to be fees from adding money with an international card?,57,57
"the card i thought was lost was just in my jacket, so can i reactivate it since i found it this morning?",13,13
i want to revert this mornings transaction.,8,8
can i request a refund,52,52
do i need to go to a physical bank to change my pin?,21,21
would a visa or mastercard be more suited to me?,73,73
the transfer was accepted but now it's stuck on pending. when will it go through?,48,48
i made a payment but it was returned.,53,53
why wont the other bank take my money?? is it not good enough?? there's sufficient funds but i keep getting denied a standard transfer. ive tried 5 times!,35,35
was i charged extra for using my card?,15,15
"is something wrong with my account, my balance didn't change after i transferred some money",5,5
why isnt my cash withdrawal showing,46,46
do i have to verify who i am?,74,74
can i call to get my card activated?,0,0
i bought this item and was charged the wrong amount can i get a refund?,52,52
why am i being charged twice fro a restaurant?,63,63
do you send more than one card?,39,39
my identity verification isn't working,68,68
is there a function where i can topup automatically?,4,4
where do you need to live to receive card,43,43
i am not seeing a refund in my statement.,51,51
my exchange seems to have something wrong with it. i changed over russian ruble to uk pounds and it appears i was charged way more than i was supposed to be.,17,17
what are the fees for using a european bank card?,57,57
when will i get a virtual card? i haven't gotten one yet,40,40
"i tried to take money from my card, but it didn't work. later i saw that the transaction is still in progress. what's goign on?",46,46
what do i do if my card is about to expire?,9,9
my statement is showing an extra 1 charge and i am unsure why. is there an explanation for this?,34,34
why do you ask for topup verification?,71,71
what is needed to prove my identity?,69,69
how long will a transfer from europe take?,67,67
where can i get my currencies exchanged?,33,33
is there a charge for exchanging foreign currencies?,31,31
maximum how many days get the courier?,11,11
why do you need my name and id,74,74
why does it show that my transfer is still pending?,48,48
if i don't have much money in the account can i auto topup?,4,4
i'd like to have another card,39,39
what do i do to get a disposable virtual card?,37,37
"i purchased something and already received it, why hasn't the money taken out?",53,53
can i exchange currencies with this app?,33,33
i would like to make sure it is delivered on a certain date.,12,12
i keep getting an error message when i'm trying to transfer funds! why aren't you accepting that?,7,7
the rate applied to my foreign currency at an atm was incorrect.,76,76
does it cost me to add cash?,56,56
can i have a non virtual card?,43,43
why did i only get 20 now the full amount i wanted?,75,75
the exchange rate on my purchase is wrong.,17,17
i really want a physical card. how do i get one?,43,43
"i want to top up from my apple watch, can i?",2,2
my account shows the card payment cancelled.,53,53
what could possibly be the cause of my failed transfer?,35,35
i've made a bank transfer but the money doesn't seem to be in my account.,5,5
verifying topup cards necessary?,71,71
atm withdrawal not working.,26,26
"i got some cash at an atm earlier, but now app is showing that i withdrew more than i did. help!",75,75
what currencies are approved to add money?,54,54
the app will not let me into my account.,68,68
can you explain your exchange rate policy? i don't think i received the correct amount of cash in my atm transaction.,76,76
why was i charged a small amount,34,34
one of my card payments has reverted,53,53
there is a vendor name i don't recognize on a payment from my account. i don't think i made this payment.,16,16
what is the process for activating my new card?,0,0
i need to activate my card.,0,0
please tell me what the exchange fee is.,31,31
there is a withdrawal on my account i didn't make.,20,20
i should have a refund in my statement but i can't see it,51,51
my cash in the atm is still pending,46,46
can anyone else topup for me?,62,62
is there a tracking number for the card?,11,11
i want to get visa and mastercard,73,73
i can't get google pay to work right.,2,2
visa or mastercard?,73,73
the exchange rate was wrong?,76,76
what locations are you in?,24,24
"my american express works with my apple pay, why is top up not working?",2,2
you can use it anywhere that accepts mastercard.,10,10
it's been a week since i ordered my card and it's not here. please help?,11,11
there's an unauthorized direct debit in my app.,28,28
i found my card again. can i put it back into the app?,13,13
my card is almost expired. how fast will i get a new one and what is the cost?,9,9
my transaction from earlier needs to be reversed.,8,8
i believed crypto top up with something you offered. this does not seem to be working. the money has been removed from my account though so what's going on?,61,61
why was i charged a fee on a cash withdrawal?,19,19
why is my money not in my account. i have already sent it out.,6,6
"hi, i used an atm today to take money out of my account, but the amount it gave me is not the amount i requested. what should i do?",75,75
i tried to do a transfer and it hasn't worked!,35,35
i tried to topup but it got denied.,59,59
can i have a new card shipped to china?,9,9
why is there an additional fee showing on the statement i received?,34,34
i am seeing in the app a some cash withdrawal that its not mine,20,20
when will the transaction be done?,66,66
why does it cost more to pay with my card?,15,15
"hello. i ran into a problem with a transfer this morning. i was trying to send money to some friends but when i tried to send it, the transfer failed. i don't know what is causing the transfer to be rejected. please let me know what is causing the problem. thanks.",35,35
did not receive correct cash upon withdrawal,75,75
does the package with my card have tracking?,11,11
the contactless i have won't work.,23,23
i would like help to revert a transaction i did this morning,8,8
why doesn't it work when i use american express to try to add money to my account?,54,54
i'm not okay with this fee on my statement.,34,34
i think my card payment was cancelled. what happened?,53,53
is there any fees associated with receiving money with this account?,56,56
why was my account deducted from a seller when i didn't approve of it?,28,28
how do i stop fraud to my account?,22,22
cash i did not get showed up in my account,20,20
i sent money for my rent to my landlord but she is claiming it hasn't arrived in her account can you trace the transfer i made to make sure it arrived so i can provide proof i sent it and that it has been deposited?,66,66
my card payment says pending and it hasn't changed,45,45
you did not apply the correct exchange rate for an item that i bought.,17,17
paying in card resulted in a fee,15,15
why am i being charged a hidden fee?,15,15
after i got married i need to change my name,30,30
is it possible to get a physical card?,43,43
how old do you need to be to open an account?,1,1
is there a top up limit for my account?,60,60
my card payment has been on pending forever. what is the problem? it should have gone through at some time by now.,45,45
i have a new card and i need to activate it.,0,0
can you tell me why i was charged extra when i withdrew money?,19,19
a transfer has been made in my account that i need to cancel. this was a mistake on my part and i hope we can get this resolved quickly.,8,8
"my cash withdrawal shows pending, why?",46,46
i was doing a transfer and received a decline message.,27,27
what country's money can i hold currency in?,36,36
there is an extra small charge on my card! what do i do?,34,34
would i be able to open an account for my daughter?,1,1
how do i auto topup?,4,4
i have not received an item i ordered yet so i want to cancel it and get a refund. can you please guide me on how to go about it?,52,52
why doesn't a return show up im my account from a purchase i made?,51,51
do i have to manually topup my account each time or will it do it on its own?,4,4
"i have waited 15 days, but my payment still hasn't cleared.",45,45
how do i check to see why my card payment was declined?,25,25
i need my card soon.,12,12
can i verify my topup card?,71,71
can i use my mastercard to add money to my account,54,54
what's the fee for exchange of foreign currencies?,31,31
what is the charge for exchanging currency?,31,31
my transfer has still not appeared.,5,5
"i would like to reactivate my card, it was previously reported lost but i found it this morning.",13,13
"hello. my credit keeps being declined, last night and again today, as i try to buy something. what is the status of my card?",27,27
will my gpb update my salary,50,50
what is the most money i can top up?,60,60
please help me find my topup verification code,71,71
i bought something and i take issue with the exchange rate applied.,17,17
please delete my account now.,55,55
do you charge extra for duplicate cards?,39,39
what do i need to do to get my new card which i have requested 2 weeks ago?,11,11
where can i get money from my card?,3,3
what are your exchange rates at?,32,32
how do i cancel a charge?,8,8
the cash withdrawal i took seems to be off. the exchange rate is wrong.,76,76
a transaction on my card shows as pending.,45,45
do you offer account's for minors?,1,1
i could not access my money at the atm,26,26
the app said i withdrew cash at an atm and i didn't,20,20
the conversion rate on the atm that i used with foreign currency was wrong.,76,76
my atm transaction was unsuccessful.,26,26
am i the only one who can topup my account?,62,62
i believe that my card has been stolen!,41,41
i see a direct debit charge that i did not approve,28,28
need a new passcode.,44,44
please verify my source of funds.,70,70
can i see money source?,70,70
can i have a spare card for this account please?,39,39
where is the nearest mastercard atm?,3,3
why would i be declined if i had money iin my account,26,26
i topped up but the app did not accept it.,59,59
do you support all fiat currencies?,36,36
what is the fastest that i can make a transfer?,67,67
what's my limit for topping up?,60,60
i am just waiting on the completion of the transaction.,66,66
am i supposed to verify my identity?,74,74
"the transactions showing up are strange, i think my card was used without me knowing.",22,22
"i have not received my card and it's been a week, what do i do?",11,11
how come the verification with the top up,71,71
how many days do i have to wait for the transfer to reach my account?,67,67
"hello it is urgent i get a refund on this product. the merchant has not been helpful, what can i do now to get this resolved asap?",52,52
how do i replace a card that's going to expire?,9,9
how do i deal with a blocked pin?,49,49
i'm interested in getting a card. how does one go about doing that?,43,43
when will my deposit from this morning show up?,6,6
why is my friend not getting a transaction arrival yet?,66,66
"i've already topped up, but i cannot see the funds being available. what happened?",47,47
why is my transfer more expensive than i thought?,64,64
how long should a cheque deposit take to show? my account hasn't updated and i want to make sure everything is okay.,6,6
when does my balance update for a transfer,5,5
can an american resident apply to get a card?,24,24
is there a limit for top up?,60,60
why is my payment in pending status?,45,45
how long does it take for a new card to ship?,11,11
where can i find the autotop up feature?,4,4
does the app allowing exchanges between usd and gbp,33,33
why was my withdrawal requested cancelled by the atm?,26,26
i topped up but the app reverted it,61,61
why did you charge me extra for withdrawing money?,19,19
what are the steps i follow to transfer money into my account?,65,65
"i deposited a cheque, but my account balance stayed the same.",6,6
where are the cards transported to?,43,43
the exchange rate for the money i took out in a foreign country is wrong.,76,76
"is there something wrong with my top up i did an hour ago? it's still pending. i need that money, i cant afford to wait or have it come back to me.",47,47
how long does it take for the transfer to go through?,66,66
what steps should i take before my card expires?,9,9
i couldn't make a transfer,35,35
i was charged for getting cash.,19,19
can you please make my top up go through as soon as possible. i really need the money and it has been pending for an hour already.,47,47
what do i do to get a physical card?,43,43
"hi, i am interested buying crypto currency but unable to purchase it through the application. i do want to do the exchange, could you please let me know what is the problem?",7,7
i don't have a virtual card  how do i get one?,40,40
i transferred the wrong amount and would like to cancel the transaction.,8,8
my transfer did not go through.,35,35
i have transferred some money but the balance hasn't changed,5,5
what does it mean when a cash withdrawal is pending?,46,46
is my pin sent separably?,38,38
can i send a cheque to do my top ups?,58,58
how can i move money from an account at another bank to this one?,65,65
"my daughter needs a card, how do i add her?",39,39
do you have the best exchange rate?,32,32
is there an extra charge to exchange different currencies?,31,31
why can't i see the topup amount i just added to my account?,62,62
can i get the mastercard?,73,73
how can i get my card out of the stupid atm that ate it?,18,18
why was my transaction charged an extra fee when paying with my card?,15,15
when do i activate auto topup?,4,4
my balance didn't change after i transferred some money.,5,5
i got less cash than what i specified at the atm.,75,75
i got a new card and can't find where to link it.,13,13
can i track history on funds?,70,70
how long does it take to show a deposit i made to my balance?,6,6
i prefer to get a mastercard.,73,73
is there a maximum for topups?,60,60
i need to topup my card today urgently but my card keeps getting declined!! can you please resolve this problem or let me know if you have any alternatives,59,59
"i deposited a cheque with some money, but the balance hasn't changed.",6,6
the app reverted my action when i topped up.,61,61
how do i know if my topup went through?,47,47
can you freeze my card because someone used it while i was out of town. i did not make these purchases.,22,22
how can i go about getting a refund?,52,52
what is the reason that my topup is still pending?,47,47
i am having trouble activating my card.,0,0
what do you use to figure out the exchange rate for the card?,32,32
how do i go forth with bank transfers for top up accounts?,65,65
why hasn't my payment gone through?,45,45
i wanted 100 but only got 20,75,75
i made a deposit of cash and check that has not been added to my balance.,6,6
please help me get a visa card.,73,73
is there any way to verify who i am?,69,69
can i use my card no matter where i go?,10,10
can you tell me where to find the topup verification code?,71,71
"hello, in my most recent atm transaction, i didn't receive nearly as much cash as i thought i would  what is your exchange rate policy?",76,76
what do i do if the machine rejects my card?,14,14
"i received my american express in apple pay, is there a reason why top up is not functioning properly?",2,2
how is the exchange rate calculated?,32,32
i was attempting to top up with my card but the money has vanished!,62,62
where is the money that i transferred.,5,5
what happens when i am charged twice?,63,63
the atm is messed up. it gave me less than i wanted.,75,75
how do i interconvert between aud and gbp?,33,33
what is the appropriate age for my child to be able to open an account?,1,1
an atm fee was attached to my recent withdrawal.,19,19
what is the estimated time on an urgent transfer from china?,67,67
i am noticing that a refund of a large purchase still has not been credited to my account. i contacted the merchant a few days ago and he assured me that he would submit it right away. is there a status update?,51,51
do you know which businesses will accept my card?,10,10
can you help me to quickly cancel a transaction i accidentally did to the wrong account?,8,8
when can i expect my new card to get here?,12,12
i could only take the amount of money that was available to me which was less then i expected.,75,75
please delete this account.,55,55
why is a transfer i did recently still processing?,48,48
can you tell my why my card payment has been reverted.,53,53
is there a fee for paying by card?,15,15
this is very frustrating. i can't get my card to work on any atm i try and i've tried 3 of them so far. what's going on? can you please fix this issue immediately?,26,26
is cash good to top up with?,58,58
what options do i have in regards to payment?,54,54
i got charged twice with a duplicate card. how do i resolve this?,63,63
where can i see the refund in my account,51,51
i was charged a hidden fee when i paid with card.,15,15
is there a way yo change my pin?,21,21
my identity verification didn't work,68,68
there is an unauthorized fee.,15,15
"there are a couple payments with my card shown in the app that i really didn't make myself. what's happenning with this, does someone has access to my card?!",16,16
can i get a description of how to use a disposable virtual card,37,37
i sent a transfer to a friend that needs it urgently. it has already been 2 hours and still hasn't come through to her. how long does it normally take?,66,66
is the cash withdrawal going to show?,46,46
my phone was taken! can you place cancel my account so no one uses it,42,42
can i do a transfer with swift,56,56
can i use this app to exchange currencies?,33,33
after going over my transactions for the last couple of months i noticed a pretty large charge that i know i did not make. i know it's been a while but can i still dispute this charge?,28,28
how long will my payment be pending?,45,45
what does it mean if it says that my payment is pending?,45,45
how old does my kids need to be to open an account?,1,1
i'm not sure why my card didn't work,25,25
after trying to update my account balance yesterday by cheque it doesn't seem to working. shouldn't the process be quicker? i need my account looked at because there appears to be a problem.,6,6
how to edit personal details?,30,30
can you tell me how to get aud not gbp?,33,33
why are my purchases from this morning still pending?,45,45
is there a list of atms that take this card?,3,3
my cards were stolen,42,42
"i have checked my statements multiple times, but my refund that i requested a while back is not showing on my account. is there a reason for this? can i get some help getting my money back from this transaction?",51,51
can i have a mastercard?,73,73
"this company is bad, please delete my account.",55,55
why did i get declined when trying to get cash?,26,26
am i getting charged for making a payment?,15,15
there is a top up that has been pending for an hour and i don't know why. i was expecting it immediately and need it now!,47,47
why did i get a fee for getting cash?,19,19
how do i troubleshoot google pay top up?,2,2
an extra fee has been added to my card payment is this correct?,15,15
"i deposited a check yesterday and im not seeing it in my account. i need the money, is there something wrong with my account? check it out please",6,6
why is my transfer taking so long to complete?,66,66
what happens if the atm doesn't give the right amount of money?,75,75
what is the reason for that,14,14
how dp i top up with a cheque ?,58,58
what do i do if someone used my card without my permission?,22,22
for some reason i am unable to preform a transfer to a beneficiary.,7,7
"looks like my card payment was made twice by mistake. i paid at the store earlier which rejected once, second time it worked. app stays at pending for one of the payments. can you please remove one of them as it's wrong and clearly was declined?",63,63
how do i link a new payment card?,13,13
when can i expect my refund?,51,51
i am trying to transfer money and something is going wrong.,35,35
"i tried to add a topup to my account but the money isn't there, anymore. did i do something wrong?",61,61
